SESSION_ID,LICENSE_PLATE,FACILITY_ID,FACILITY_NAME,DISTRICT,IN_TIME,OUT_TIME,ACTUAL_DURATION_HOURS,RATE_PER_HOUR,COST,STATUS,LICENSE_PLATE_STATE,INGESTED_AT,ROW_TIMESTAMP,OFFSET_ID
81600369-8794-4e1f-a522-215a361dbcb6,YS-42934,28,Jamaica Station,Queens,2025-10-09 10:02:58.000 -0400,2025-10-09 13:33:02.314 -0400,3.5,6,21.010000229,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
7758e4c7-a3b4-4b27-b383-b58cd7502a50,AYY-7881,36,Jerome-190th St Garage,Bronx,2025-10-09 10:51:50.000 -0400,2025-10-09 13:07:10.930 -0400,2.25999999,7,15.789999962,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
04563f14-2ece-4b59-8b0b-250bc16f1781,TLM-8625,37,Yankee Stadium Lot A,Bronx,2025-10-09 10:36:30.000 -0400,2025-10-09 13:56:01.955 -0400,3.329999924,25,83.13999939,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
9fb0a585-9a44-4be3-a173-28d0ad2ec541,CBT-6747,39,Bronx Zoo Southern Blvd,Bronx,2025-10-09 10:33:31.000 -0400,2025-10-09 13:52:55.203 -0400,3.319999933,18,59.819999695,completed,TX,2026-02-07 18:17:24.905 -0500,\\N,\\N
c11abe5e-d3a7-410a-8c8f-241cc142ffcb,1SPS692,3,Grand Central 42nd St,Manhattan,2025-10-09 11:20:28.000 -0400,2025-10-09 13:25:37.146 -0400,2.089999914,32,66.75,completed,CA,2026-02-07 18:17:24.905 -0500,\\N,\\N
888fbc6a-fc5e-47f7-b5d0-50ed51415690,AML-7690,3,Grand Central 42nd St,Manhattan,2025-10-09 11:12:14.000 -0400,2025-10-09 13:50:32.995 -0400,2.640000105,32,84.440002441,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
c7afe64a-f481-410f-80a5-a33a7fd13d4c,VTS-8795,4,Financial District Wall St,Manhattan,2025-10-09 11:27:46.000 -0400,2025-10-09 13:51:52.178 -0400,2.400000095,40,96.069999695,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
40ef0096-b28c-4ed0-9b42-df6e181f083d,KK-30446,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-09 11:05:41.000 -0400,2025-10-09 13:49:19.986 -0400,2.730000019,9,24.549999237,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
8a4dd5a8-cfae-4d1d-b2b2-a5f6f1ea425e,PZD-3915,22,Coney Island Boardwalk,Brooklyn,2025-10-09 11:42:21.000 -0400,2025-10-09 13:53:07.915 -0400,2.180000067,8,17.440000534,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
22668efb-d591-4df6-967c-548405af1cba,HXR-9149,22,Coney Island Boardwalk,Brooklyn,2025-10-09 11:22:33.000 -0400,2025-10-09 13:47:46.360 -0400,2.420000076,8,19.36000061,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
5542bc32-39e1-484a-81da-b4e7ad80a371,TLP-3489,24,Flatbush Junction,Brooklyn,2025-10-09 11:02:50.000 -0400,2025-10-09 13:56:13.361 -0400,2.890000105,6,17.340000153,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
e4b3b41b-63ab-409f-90a5-304c6c3d2095,ZUG-2048,26,Long Island City Court Square,Queens,2025-10-09 11:23:43.000 -0400,2025-10-09 13:16:27.853 -0400,1.879999995,9,16.909999847,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
265c07ce-b575-4605-ab1f-1114fc2f0b6d,HPV-5573,37,Yankee Stadium Lot A,Bronx,2025-10-09 11:40:16.000 -0400,2025-10-09 13:16:32.290 -0400,1.600000024,25,40.11000061,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
5b7467a7-c5e2-4065-b065-2ca6141f5aff,FUX-7503,44,Great Kills Municipal,Staten_Island,2025-10-09 11:28:59.000 -0400,2025-10-09 13:58:38.574 -0400,2.49000001,3,7.480000019,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
c8aab660-cc13-4af2-b7dc-d7064f61fb0e,136714,15,Columbus Circle,Manhattan,2025-10-09 12:23:09.000 -0400,2025-10-09 13:04:29.551 -0400,0.6899999976,35,24.120000839,completed,DE,2026-02-07 18:17:24.905 -0500,\\N,\\N
776c2a9d-c197-4b0f-a83d-5839281896b1,FCT-5319,20,Park Slope 7th Ave,Brooklyn,2025-10-09 12:47:43.000 -0400,2025-10-09 13:10:24.453 -0400,0.3799999952,12,4.539999962,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
43727fe6-46cc-4ddb-a41f-920c7a25ed50,CXN-3851,22,Coney Island Boardwalk,Brooklyn,2025-10-09 12:53:19.000 -0400,2025-10-09 13:41:31.962 -0400,0.8000000119,8,6.429999828,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
b7d8ae1d-e04e-4983-b76d-0dac61520f76,BFT-7058,32,Queens Center Mall,Queens,2025-10-09 12:35:09.000 -0400,2025-10-09 13:53:01.599 -0400,1.299999952,5,6.489999771,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
5b6261a9-2548-46c5-be9d-34807aabc3f9,EF-68122,38,Fordham Road Plaza,Bronx,2025-10-09 12:56:48.000 -0400,2025-10-09 13:49:56.961 -0400,0.8899999857,6,5.309999943,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
a7badd49-474b-48b2-9c71-3919ef678e23,Z51-SNF,39,Bronx Zoo Southern Blvd,Bronx,2025-10-09 12:48:51.000 -0400,2025-10-09 13:03:51.000 -0400,0.25,18,4.5,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
7882a875-f88b-4bc3-b4c4-0355983b6d6e,UGB-8214,4,Financial District Wall St,Manhattan,2025-10-09 06:14:36.000 -0400,2025-10-09 14:09:27.843 -0400,7.909999847,40,316.579986572,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
cace0e65-be58-4fe8-ab18-c53ac6a0b4c0,FVA-3169,34,Jackson Heights 37th Ave,Queens,2025-10-09 06:11:30.000 -0400,2025-10-09 14:44:22.093 -0400,8.550000191,6,51.290000916,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
07aca7e0-6b4b-4547-92a5-b9141ab247a5,L47-NZX,41,St George Ferry Terminal,Staten_Island,2025-10-09 06:52:36.000 -0400,2025-10-09 14:18:30.221 -0400,7.429999828,5,37.159999847,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
f85d25df-b99f-4cde-8a1e-fc228dbe8962,BHS-1936,42,Staten Island Mall,Staten_Island,2025-10-09 06:05:20.000 -0400,2025-10-09 14:54:18.773 -0400,8.819999695,0,0,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
39698e3a-28e9-490e-b4d9-3cd8ab1ea1fc,A61-XAU,1,Times Square 44th St,Manhattan,2025-10-09 07:59:17.000 -0400,2025-10-09 14:56:38.583 -0400,6.960000038,35,243.460006714,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
8b91c6ec-dbc9-4be2-9b06-6087efb7fff7,GP-30816,2,Penn Station 33rd St,Manhattan,2025-10-09 07:19:33.000 -0400,2025-10-09 14:30:55.679 -0400,7.190000057,28,201.309997559,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
8aeb7d48-2d6f-443d-9873-68d61512e573,UX-79020,3,Grand Central 42nd St,Manhattan,2025-10-09 07:37:40.000 -0400,2025-10-09 14:10:45.374 -0400,6.550000191,32,209.649993896,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
4ac6d981-45f3-4d02-a5f5-142f6ab3598a,VXH-6753,5,Midtown 5th Ave,Manhattan,2025-10-09 07:35:18.000 -0400,2025-10-09 14:17:29.061 -0400,6.699999809,38,254.720001221,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
bd99b789-3dfb-4bf9-9947-5c7976106067,DSP-6232,5,Midtown 5th Ave,Manhattan,2025-10-09 07:21:12.000 -0400,2025-10-09 14:55:28.455 -0400,7.570000172,38,287.709991455,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
6ee98004-5a80-4a75-baef-c5afc4e9199c,RKL-9160,15,Columbus Circle,Manhattan,2025-10-09 07:13:38.000 -0400,2025-10-09 14:13:09.932 -0400,6.989999771,35,244.729995728,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
814ecd0c-9d7f-438b-a859-004610f109a0,MUA-2021,26,Long Island City Court Square,Queens,2025-10-09 07:41:40.000 -0400,2025-10-09 14:34:01.975 -0400,6.869999886,9,61.849998474,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
c6b5b874-8df8-4c8f-b5f8-d805c61f6541,L43-ZJT,28,Jamaica Station,Queens,2025-10-09 07:52:32.000 -0400,2025-10-09 14:36:00.567 -0400,6.71999979,6,40.349998474,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
a3d11f77-be74-4f05-8979-37f1868e90f6,GPX-9222,28,Jamaica Station,Queens,2025-10-09 07:51:22.000 -0400,2025-10-09 14:38:41.855 -0400,6.789999962,6,40.729999542,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
9333ba75-b53b-4c24-a40a-de4bf63d30fd,UYD-3618,32,Queens Center Mall,Queens,2025-10-09 07:09:44.000 -0400,2025-10-09 14:41:27.572 -0400,7.53000021,5,37.63999939,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
94495f11-baf0-4c60-b582-5c27f949c14c,RA-77396,33,Rego Park 63rd Dr,Queens,2025-10-09 07:36:18.000 -0400,2025-10-09 14:14:24.831 -0400,6.639999866,5,33.180000305,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
2e89f695-e7de-4438-8353-2624b386d79f,UCM-8232,35,Queens Family Court,Queens,2025-10-09 07:09:39.000 -0400,2025-10-09 14:32:30.600 -0400,7.380000114,5,36.909999847,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
aedc1329-94ec-47d4-ad90-f9693ca39ccb,AYE-6599,37,Yankee Stadium Lot A,Bronx,2025-10-09 07:59:18.000 -0400,2025-10-09 14:38:24.500 -0400,6.650000095,25,166.300003052,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
95c42d44-fc60-4376-9abb-adc77f521536,JYU-7045,42,Staten Island Mall,Staten_Island,2025-10-09 07:09:07.000 -0400,2025-10-09 14:05:36.558 -0400,6.940000057,0,0,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
3c89d72e-b4c0-4206-aece-ff7e2339946d,PZA-5763,42,Staten Island Mall,Staten_Island,2025-10-09 07:29:48.000 -0400,2025-10-09 14:28:01.114 -0400,6.96999979,0,0,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
9364e8b8-1970-4781-bf3b-94ec025b0648,SVF-3550,2,Penn Station 33rd St,Manhattan,2025-10-09 08:04:09.000 -0400,2025-10-09 14:31:13.594 -0400,6.449999809,28,180.63999939,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
af667fbe-b250-4169-91ce-5f654c67d591,GPF-1640,3,Grand Central 42nd St,Manhattan,2025-10-09 08:29:17.000 -0400,2025-10-09 14:34:58.547 -0400,6.090000153,32,195.039993286,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
08470936-af7f-486e-9749-8304df7e9a2b,8MJU498,14,Lincoln Center 65th St,Manhattan,2025-10-09 08:27:59.000 -0400,2025-10-09 14:21:16.362 -0400,5.889999866,30,176.63999939,completed,CA,2026-02-07 18:17:24.905 -0500,\\N,\\N
118559f7-2a49-4559-94f6-c28b3cff6a8a,CDX-4141,17,DUMBO Water St,Brooklyn,2025-10-09 08:27:25.000 -0400,2025-10-09 14:27:30.647 -0400,6,18,108.029998779,completed,OH,2026-02-07 18:17:24.905 -0500,\\N,\\N
1250514c-c0b3-47fd-b57c-9a3ecf6fbdd3,BE-66544,26,Long Island City Court Square,Queens,2025-10-09 08:01:14.000 -0400,2025-10-09 14:49:38.835 -0400,6.809999943,9,61.259998322,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
e23259ee-d355-4669-9cc5-f10c0ce87d8c,DAL-5623,26,Long Island City Court Square,Queens,2025-10-09 08:02:17.000 -0400,2025-10-09 14:36:13.526 -0400,6.570000172,9,59.090000153,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
1d0a3e33-1f9b-428f-81c2-a14e8d65d555,RYV-8014,26,Long Island City Court Square,Queens,2025-10-09 08:36:18.000 -0400,2025-10-09 14:56:25.138 -0400,6.340000153,9,57.020000458,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
e6d36b70-d00c-4b46-9877-c2e542625062,TW-59777,26,Long Island City Court Square,Queens,2025-10-09 08:39:39.000 -0400,2025-10-09 14:18:14.262 -0400,5.639999866,9,50.790000916,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
2566bbd5-c325-4421-b516-d6de3bbde922,CWB-1914,28,Jamaica Station,Queens,2025-10-09 08:52:37.000 -0400,2025-10-09 14:19:52.569 -0400,5.449999809,6,32.729999542,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
9a3bb302-1810-4e3d-b383-1c4e01ef300d,HZB-3340,28,Jamaica Station,Queens,2025-10-09 08:14:12.000 -0400,2025-10-09 14:52:40.053 -0400,6.639999866,6,39.849998474,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
6accc435-0ed6-4013-b982-f8dd7a8c2366,EKU-5965,32,Queens Center Mall,Queens,2025-10-09 08:58:00.000 -0400,2025-10-09 14:41:12.341 -0400,5.71999979,5,28.600000381,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
94b4712b-ee15-42c1-8578-95914185675f,ANL-1055,32,Queens Center Mall,Queens,2025-10-09 08:47:38.000 -0400,2025-10-09 14:15:46.489 -0400,5.46999979,5,27.350000381,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
a3ba07b0-0fb9-4fd2-9eb6-647bdb89a364,A92-RST,32,Queens Center Mall,Queens,2025-10-09 08:44:22.000 -0400,2025-10-09 14:51:45.943 -0400,6.119999886,5,30.620000839,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
efb913c3-3981-4cb0-a601-743eadbca719,F69-AKR,32,Queens Center Mall,Queens,2025-10-09 08:14:47.000 -0400,2025-10-09 14:40:55.149 -0400,6.440000057,5,32.180000305,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
17437fe7-5294-4443-8544-85a399350ee6,NGG-9600,35,Queens Family Court,Queens,2025-10-09 08:15:20.000 -0400,2025-10-09 14:16:15.926 -0400,6.019999981,5,30.079999924,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
fb2a6cba-df28-49c9-b3f8-67590005446a,WET-8767,37,Yankee Stadium Lot A,Bronx,2025-10-09 08:19:58.000 -0400,2025-10-09 14:38:10.116 -0400,6.300000191,25,157.580001831,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
1dd000c4-b854-48c5-a4da-c54a143153b7,WWD-1874,42,Staten Island Mall,Staten_Island,2025-10-09 08:39:05.000 -0400,2025-10-09 14:51:57.919 -0400,6.210000038,0,0,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
14a43583-2787-47d6-8fd7-efc7473c19fc,CXU-6575,42,Staten Island Mall,Staten_Island,2025-10-09 08:40:23.000 -0400,2025-10-09 14:03:37.459 -0400,5.389999866,0,0,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
3bc79c48-0520-403b-84d8-a9cf36e91ee5,DHZ-3786,6,Chelsea Market 15th St,Manhattan,2025-10-09 09:56:05.000 -0400,2025-10-09 14:39:05.128 -0400,4.71999979,25,117.919998169,completed,FL,2026-02-07 18:17:24.905 -0500,\\N,\\N
16a0cb9d-a13f-48e2-aa87-7fd21cd0edf0,DYS-9530,10,Tribeca Greenwich St,Manhattan,2025-10-09 09:26:48.000 -0400,2025-10-09 14:07:09.402 -0400,4.670000076,32,149.520004272,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
ee185b55-c3af-4e89-995f-d2eec4270497,L17-UKH,13,Harlem 125th St,Manhattan,2025-10-09 09:47:04.000 -0400,2025-10-09 14:38:18.645 -0400,4.849999905,15,72.809997559,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
4eda44cf-dc23-422c-8af5-1a9786b1cdde,G27-GVR,14,Lincoln Center 65th St,Manhattan,2025-10-09 09:38:21.000 -0400,2025-10-09 14:45:47.925 -0400,5.119999886,30,153.720001221,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
77cb95e9-348d-4c87-aef9-5e454256f830,S80-XAJ,15,Columbus Circle,Manhattan,2025-10-09 09:05:30.000 -0400,2025-10-09 14:41:54.481 -0400,5.610000134,35,196.240005493,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
51291fb0-ff62-412a-a2a0-62438b516a6a,M58-PYN,16,Downtown Brooklyn Borough Hall,Brooklyn,2025-10-09 09:15:13.000 -0400,2025-10-09 14:12:48.557 -0400,4.960000038,9,44.63999939,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
cbb9f443-da9b-4a81-b5f8-63e1595d9e10,R63-VHU,19,Bay Ridge 5th Ave,Brooklyn,2025-10-09 09:36:19.000 -0400,2025-10-09 14:12:08.067 -0400,4.599999905,4,18.38999939,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
f83cad8f-5449-4573-8822-dda5321b5c17,HEU-7991,22,Coney Island Boardwalk,Brooklyn,2025-10-09 09:54:48.000 -0400,2025-10-09 14:19:17.683 -0400,4.409999847,8,35.270000458,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
489f783a-4b39-40e4-876f-125b61091e23,TFF-8095,27,Flushing Main St,Queens,2025-10-09 09:43:50.000 -0400,2025-10-09 14:50:22.190 -0400,5.110000134,8,40.869998932,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
651bc291-8466-411e-8f87-54d296d612d2,X54-JGM,27,Flushing Main St,Queens,2025-10-09 09:11:34.000 -0400,2025-10-09 14:16:19.247 -0400,5.079999924,8,40.630001068,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
e39a11a9-a24e-4880-9c6a-92e25a8dba72,HCS-8825,28,Jamaica Station,Queens,2025-10-09 09:13:03.000 -0400,2025-10-09 14:55:28.008 -0400,5.710000038,6,34.240001678,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
79a2fc45-47cb-4dd2-8f5a-27e4b26f1dc6,HZE-3071,36,Jerome-190th St Garage,Bronx,2025-10-09 09:10:27.000 -0400,2025-10-09 14:32:33.939 -0400,5.369999886,7,37.580001831,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
a3b6aa06-10e8-4d2d-a46e-0f3cf16cd936,VUM-1060,37,Yankee Stadium Lot A,Bronx,2025-10-09 09:14:44.000 -0400,2025-10-09 14:53:52.995 -0400,5.650000095,25,141.309997559,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
07edeae3-6503-4cc1-9e01-52ffb10952a4,ULC-4214,37,Yankee Stadium Lot A,Bronx,2025-10-09 09:48:23.000 -0400,2025-10-09 14:19:20.281 -0400,4.519999981,25,112.900001526,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
ce9886f1-bed1-4df4-962b-9fbab7b2ac52,6SS-R52,37,Yankee Stadium Lot A,Bronx,2025-10-09 09:20:04.000 -0400,2025-10-09 14:12:02.320 -0400,4.869999886,25,121.660003662,completed,MA,2026-02-07 18:17:24.905 -0500,\\N,\\N
81554b4f-63b5-416b-8973-c59bb8819aa1,ADZ-1852,37,Yankee Stadium Lot A,Bronx,2025-10-09 09:36:59.000 -0400,2025-10-09 14:21:27.897 -0400,4.739999771,25,118.529998779,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
263a1972-c50f-4834-bb0d-ce8651c52b44,EFS-8747,37,Yankee Stadium Lot A,Bronx,2025-10-09 09:05:47.000 -0400,2025-10-09 14:59:41.436 -0400,5.900000095,25,147.460006714,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
55f41614-0bde-4a28-b826-d6b285b58025,GFH-7720,39,Bronx Zoo Southern Blvd,Bronx,2025-10-09 09:54:06.000 -0400,2025-10-09 14:11:49.317 -0400,4.300000191,18,77.319999695,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
77a1ac9b-2c74-4ba4-ba79-f3f5e8f70a02,ZPK-1150,39,Bronx Zoo Southern Blvd,Bronx,2025-10-09 09:08:24.000 -0400,2025-10-09 14:27:25.110 -0400,5.320000172,18,95.709999084,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
29638f4b-cec6-4d51-8b4e-a1aca1de435b,GMZ-4580,39,Bronx Zoo Southern Blvd,Bronx,2025-10-09 09:25:33.000 -0400,2025-10-09 14:55:26.582 -0400,5.5,18,98.970001221,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
0edbf147-c728-4b90-bceb-51796563a81e,GWR-7465,40,Bronxdale Municipal,Bronx,2025-10-09 09:07:58.000 -0400,2025-10-09 14:28:50.667 -0400,5.349999905,5,26.739999771,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
b63aef03-8b1a-4a4d-bf2f-9f93bca61bc5,SC-48468,42,Staten Island Mall,Staten_Island,2025-10-09 09:06:59.000 -0400,2025-10-09 14:38:48.511 -0400,5.53000021,0,0,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
a44e2616-239b-4b9e-8599-939236bea042,Z98-GKC,42,Staten Island Mall,Staten_Island,2025-10-09 09:53:17.000 -0400,2025-10-09 14:46:23.172 -0400,4.889999866,0,0,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
874eefa4-21eb-453e-8db9-56d7252731a0,SDJ-7755,1,Times Square 44th St,Manhattan,2025-10-09 10:14:43.000 -0400,2025-10-09 14:29:03.762 -0400,4.239999771,35,148.369995117,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
07721957-5ff7-4069-957a-ccfee04e3f3a,RDX-1252,2,Penn Station 33rd St,Manhattan,2025-10-09 10:16:50.000 -0400,2025-10-09 14:20:00.131 -0400,4.050000191,28,113.480003357,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
3eb8b7dd-8454-439c-9d8c-9e8b7c2456e5,BVP-9858,2,Penn Station 33rd St,Manhattan,2025-10-09 10:16:35.000 -0400,2025-10-09 14:30:33.989 -0400,4.230000019,28,118.529998779,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
c0283b69-a7b9-44f3-84e2-20e96029c7ea,XZB-2398,3,Grand Central 42nd St,Manhattan,2025-10-09 10:40:44.000 -0400,2025-10-09 14:58:01.414 -0400,4.289999962,32,137.220001221,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
2671079d-6f67-417a-9c14-c7c79cf1478b,TJH-3123,3,Grand Central 42nd St,Manhattan,2025-10-09 10:39:50.000 -0400,2025-10-09 14:15:03.285 -0400,3.589999914,32,114.779998779,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
38e0e723-29d1-438c-8e29-dcad5c5ae3cf,ZCD-5076,4,Financial District Wall St,Manhattan,2025-10-09 10:07:11.000 -0400,2025-10-09 14:19:00.369 -0400,4.199999809,40,167.880004883,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
33d71e34-d1e5-4a1d-816b-db03e8c2d73a,YAB-7687,4,Financial District Wall St,Manhattan,2025-10-09 10:48:27.000 -0400,2025-10-09 14:17:21.497 -0400,3.480000019,40,139.270004272,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
b1ef5db8-09ca-4724-9fa4-62598cbe025e,AH-43151,6,Chelsea Market 15th St,Manhattan,2025-10-09 10:48:39.000 -0400,2025-10-09 14:41:40.519 -0400,3.880000114,25,97.089996338,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
23fddf4b-db7c-48a4-9fc0-f647ad365220,SKH-7902,6,Chelsea Market 15th St,Manhattan,2025-10-09 10:39:08.000 -0400,2025-10-09 14:51:47.983 -0400,4.210000038,25,105.279998779,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
1b5ab2cb-f72e-4b58-a440-39950c5ca7cf,YUR-8076,8,Upper West Side 72nd St,Manhattan,2025-10-09 10:52:12.000 -0400,2025-10-09 14:04:49.072 -0400,3.210000038,28,89.88999939,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
8ea8e36f-2571-44a2-8990-4117cf980266,VWL-7772,9,SoHo Broadway,Manhattan,2025-10-09 10:26:55.000 -0400,2025-10-09 14:43:34.972 -0400,4.28000021,35,149.720001221,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
146a4e5a-2651-4366-ade7-8ee0723e5671,CVZ-7256,13,Harlem 125th St,Manhattan,2025-10-09 10:33:12.000 -0400,2025-10-09 14:15:29.637 -0400,3.700000048,15,55.569999695,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
397ad0ce-524c-4a14-a909-a42fcc119ce6,NXZ-3421,14,Lincoln Center 65th St,Manhattan,2025-10-09 10:14:11.000 -0400,2025-10-09 14:19:51.408 -0400,4.090000153,30,122.839996338,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
b717e693-6af5-4732-b338-6c9c159e5aad,Y37-CUR,15,Columbus Circle,Manhattan,2025-10-09 10:39:40.000 -0400,2025-10-09 14:19:13.485 -0400,3.660000086,35,128.080001831,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
92b751c8-b60d-4063-a8cb-c043b73dd612,9MN-C23,17,DUMBO Water St,Brooklyn,2025-10-09 10:37:01.000 -0400,2025-10-09 14:22:29.896 -0400,3.75999999,18,67.63999939,completed,MA,2026-02-07 18:17:24.905 -0500,\\N,\\N
724586ec-5ae8-4e95-bba9-7511321fbcc1,XAY-2491,19,Bay Ridge 5th Ave,Brooklyn,2025-10-09 10:14:37.000 -0400,2025-10-09 14:39:31.344 -0400,4.420000076,4,17.659999847,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
22577377-64cf-4e01-9f8a-110698d96101,F71-KVD,22,Coney Island Boardwalk,Brooklyn,2025-10-09 10:56:12.000 -0400,2025-10-09 14:29:20.573 -0400,3.549999952,8,28.420000076,completed,NJ,2026-02-07 18:17:24.905 -0500,\\N,\\N
3b84a183-359a-4b8c-8644-772e0bd27a89,HGZ-4342,22,Coney Island Boardwalk,Brooklyn,2025-10-09 10:26:54.000 -0400,2025-10-09 14:12:45.559 -0400,3.75999999,8,30.11000061,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
b65e6bf6-0824-4b19-95d5-5e592abd4790,SLH-4904,25,Brighton Beach,Brooklyn,2025-10-09 10:33:11.000 -0400,2025-10-09 14:12:54.785 -0400,3.660000086,7,25.63999939,completed,NY,2026-02-07 18:17:24.905 -0500,\\N,\\N
cbb91487-9e20-4f17-a705-a9e270162825,BW-76841,26,Long Island City Court Square,Queens,2025-10-09 10:08:48.000 -0400,2025-10-09 14:49:22.708 -0400,4.679999828,9,42.090000153,completed,CT,2026-02-07 18:17:24.905 -0500,\\N,\\N
57d71c7f-9ba8-4034-a913-1ced571e7bcf,YEJ-2653,26,Long Island City Court Square,Queens,2025-10-09 10:46:55.000 -0400,2025-10-09 14:58:01.692 -0400,4.190000057,9,37.669998169,completed,PA,2026-02-07 18:17:24.905 -0500,\\N,\\N
